2017-07-19 19:13:11.538762: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-07-19 19:13:11.538832: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-07-19 19:13:11.538836: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-07-19 19:13:11.538840: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-07-19 19:13:11.538843: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-07-19 19:13:36.406402: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:893] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2017-07-19 19:13:36.408338: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 0 with properties: 
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.562
pciBusID 0000:00:04.0
Total memory: 11.17GiB
Free memory: 11.11GiB
2017-07-19 19:13:36.608830: W tensorflow/stream_executor/cuda/cuda_driver.cc:523] A non-primary context 0x421cf40 exists before initializing the StreamExecutor. We haven't verified StreamExecutor works with that.
2017-07-19 19:13:36.609554: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:893] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2017-07-19 19:13:36.611532: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 1 with properties: 
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.562
pciBusID 0000:00:05.0
Total memory: 11.17GiB
Free memory: 11.11GiB
2017-07-19 19:13:36.801424: W tensorflow/stream_executor/cuda/cuda_driver.cc:523] A non-primary context 0x4220d90 exists before initializing the StreamExecutor. We haven't verified StreamExecutor works with that.
2017-07-19 19:13:36.802431: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:893] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2017-07-19 19:13:36.804042: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 2 with properties: 
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.562
pciBusID 0000:00:06.0
Total memory: 11.17GiB
Free memory: 11.11GiB
2017-07-19 19:13:36.994969: W tensorflow/stream_executor/cuda/cuda_driver.cc:523] A non-primary context 0x42455e0 exists before initializing the StreamExecutor. We haven't verified StreamExecutor works with that.
2017-07-19 19:13:36.995753: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:893] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2017-07-19 19:13:36.997586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 3 with properties: 
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.562
pciBusID 0000:00:07.0
Total memory: 11.17GiB
Free memory: 11.11GiB
2017-07-19 19:13:37.018251: I tensorflow/core/common_runtime/gpu/gpu_device.cc:961] DMA: 0 1 2 3 
2017-07-19 19:13:37.018292: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   Y Y Y Y 
2017-07-19 19:13:37.018296: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 1:   Y Y Y Y 
2017-07-19 19:13:37.018299: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 2:   Y Y Y Y 
2017-07-19 19:13:37.018303: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 3:   Y Y Y Y 
2017-07-19 19:13:37.018337: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
2017-07-19 19:13:37.018343: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:1) -> (device: 1, name: Tesla K80, pci bus id: 0000:00:05.0)
2017-07-19 19:13:37.018347: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:2) -> (device: 2, name: Tesla K80, pci bus id: 0000:00:06.0)
2017-07-19 19:13:37.018350: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:3) -> (device: 3, name: Tesla K80, pci bus id: 0000:00:07.0)
2017-07-19 19:13:37.593666: I tensorflow/core/common_runtime/simple_placer.cc:675] Ignoring device specification /device:GPU:3 for node 'tower_3/fifo_queue_Dequeue' because the input edge from 'prefetch_queue/fifo_queue' is a reference connection and already has a device field set to /device:CPU:0
2017-07-19 19:13:37.593808: I tensorflow/core/common_runtime/simple_placer.cc:675] Ignoring device specification /device:GPU:2 for node 'tower_2/fifo_queue_Dequeue' because the input edge from 'prefetch_queue/fifo_queue' is a reference connection and already has a device field set to /device:CPU:0
2017-07-19 19:13:37.593825: I tensorflow/core/common_runtime/simple_placer.cc:675] Ignoring device specification /device:GPU:1 for node 'tower_1/fifo_queue_Dequeue' because the input edge from 'prefetch_queue/fifo_queue' is a reference connection and already has a device field set to /device:CPU:0
2017-07-19 19:13:37.593843: I tensorflow/core/common_runtime/simple_placer.cc:675] Ignoring device specification /device:GPU:0 for node 'tower_0/fifo_queue_Dequeue' because the input edge from 'prefetch_queue/fifo_queue' is a reference connection and already has a device field set to /device:CPU:0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2017-07-19 19:13:40.798581: step 0, loss = 4.68 (177.6 examples/sec; 0.721 sec/batch)
2017-07-19 19:13:41.621697: step 10, loss = 4.61 (11907.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:42.057662: step 20, loss = 4.48 (11773.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:42.496098: step 30, loss = 4.35 (11758.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:42.927872: step 40, loss = 4.33 (11969.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:43.364390: step 50, loss = 4.38 (11796.0 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:43.798293: step 60, loss = 4.44 (11742.3 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:44.232783: step 70, loss = 4.41 (11922.3 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:44.663733: step 80, loss = 4.12 (11726.3 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:45.094783: step 90, loss = 4.12 (12018.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:45.523926: step 100, loss = 4.09 (11986.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:46.136829: step 110, loss = 4.03 (11350.0 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:46.570154: step 120, loss = 3.96 (11745.1 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:47.004115: step 130, loss = 3.89 (12017.9 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:47.437456: step 140, loss = 3.97 (11929.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:47.870256: step 150, loss = 3.94 (11889.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:48.305676: step 160, loss = 3.79 (11690.0 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:48.738736: step 170, loss = 3.87 (11917.0 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:49.171678: step 180, loss = 3.93 (11982.7 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:49.606507: step 190, loss = 3.91 (11605.1 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:50.043041: step 200, loss = 3.75 (11943.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:50.653428: step 210, loss = 3.69 (11777.9 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:51.083993: step 220, loss = 3.88 (11956.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:51.514250: step 230, loss = 3.58 (12016.1 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:51.945784: step 240, loss = 3.70 (11899.9 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:52.386488: step 250, loss = 3.59 (12035.6 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:52.824820: step 260, loss = 3.49 (11806.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:53.258285: step 270, loss = 3.58 (11837.5 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:53.691587: step 280, loss = 3.53 (11845.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:54.125930: step 290, loss = 3.48 (11787.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:54.556484: step 300, loss = 3.38 (11812.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:55.183816: step 310, loss = 3.42 (11077.5 examples/sec; 0.012 sec/batch)
2017-07-19 19:13:55.616357: step 320, loss = 3.40 (11792.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:56.049783: step 330, loss = 3.39 (11775.6 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:56.480829: step 340, loss = 3.49 (11925.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:56.912884: step 350, loss = 3.46 (11865.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:57.342309: step 360, loss = 3.38 (11935.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:57.777731: step 370, loss = 3.33 (11940.5 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:58.211460: step 380, loss = 3.43 (11821.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:58.644897: step 390, loss = 3.43 (11903.1 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:59.078312: step 400, loss = 3.37 (11715.0 examples/sec; 0.011 sec/batch)
2017-07-19 19:13:59.682781: step 410, loss = 3.28 (11911.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:00.116947: step 420, loss = 3.23 (11686.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:00.551487: step 430, loss = 3.31 (11760.2 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:00.987053: step 440, loss = 3.18 (11937.7 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:01.417397: step 450, loss = 3.31 (11816.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:01.852024: step 460, loss = 3.26 (12075.0 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:02.283062: step 470, loss = 3.28 (11775.7 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:02.713450: step 480, loss = 3.10 (12081.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:03.143360: step 490, loss = 2.96 (11835.6 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:03.573827: step 500, loss = 2.94 (11865.9 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:04.173411: step 510, loss = 3.12 (12112.7 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:04.608817: step 520, loss = 2.97 (10666.5 examples/sec; 0.012 sec/batch)
2017-07-19 19:14:05.041474: step 530, loss = 3.05 (11696.9 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:05.472405: step 540, loss = 2.86 (11858.8 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:05.903464: step 550, loss = 2.91 (12087.4 examples/sec; 0.011 sec/batch)
2017-07-19 19:14:06.337066: step 560, loss = 2.97 (11930.8 examples/sec; 0.011 sec/batch)
